,feature0,feature1,feature2,year,month,day,weather_cloudy,weather_rainy,weather_sunny
0,0.3046414125471808,-0.5782831356861142,0.7361445487296869,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
1,-0.27873030934132287,0.32602858427009074,-0.6040475980620236,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
2,0.5081632399628236,-0.015078262631952262,2.108222328009193,0.0,-1.1966439714241013,-1.658614436278569,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
3,-0.57540403950739,-1.144028032064118,-1.268075784729777,0.0,-1.1966439714241013,-1.658614436278569,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
4,0.1344067265959107,0.2835710574667391,-0.45018030454696123,0.0,-1.1966439714241013,-1.658614436278569,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
5,1.1037101296354141,-0.474746488081687,0.6102249977535464,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
6,-1.0572740118955446,1.2050929239894643,-1.1155164724692124,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
7,-0.7696112173884788,0.5336471278614368,1.3608460285114787,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
8,-0.35290549485967565,-0.11109723535410042,-0.477903608732028,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
9,-3.022040911145884,0.6102699747056871,-0.418231614845866,0.0,-1.1966439714241013,-1.658614436278569,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
10,0.6204333456796488,-0.32982085104839426,0.8204907555764271,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
11,1.900378494517493,-0.9655001549516471,2.393049714100172,0.0,-1.1966439714241013,-1.658614436278569,-0.6938473525256192,-0.4413123092630842,0.976248546472565
12,0.601308180722473,1.6460244998605535,-1.0080582887872127,0.0,-1.1966439714241013,-1.5438426347226335,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
13,0.3957470312012856,-1.6810596484642035,-0.6231953809554893,0.0,-1.1966439714241013,-1.5438426347226335,-0.6938473525256192,-0.4413123092630842,0.976248546472565
14,0.6141122562342829,3.0826315453100146,0.2219057221272306,0.0,-1.1966439714241013,-1.5438426347226335,-0.6938473525256192,-0.4413123092630842,0.976248546472565
15,0.9093690321508469,0.13683173503303628,-0.9461741613226086,0.0,-1.1966439714241013,-1.5438426347226335,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
16,0.013796967153811398,0.2140100101194265,0.363626507959549,0.0,-1.1966439714241013,-1.5438426347226335,-0.6938473525256192,2.265968972562375,-1.0243293100033335
17,2.3732828967087642,-0.23922230386891857,0.04886616916816241,0.0,-1.1966439714241013,-1.5438426347226335,-0.6938473525256192,-0.4413123092630842,0.976248546472565
18,0.9979902473666658,0.5737470313523452,-0.6017642020982179,0.0,-1.1966439714241013,-1.5438426347226335,-0.6938473525256192,-0.4413123092630842,0.976248546472565
19,1.2784140507156312,0.7733488941519747,0.2172762536628448,0.0,-1.1966439714241013,-1.5438426347226335,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
20,0.5387079623344633,0.6517796779823242,-2.0741453258181823,0.0,-1.1966439714241013,-1.5438426347226335,1.4412391952782961,-0.4413123092630842,-1.0243293100033335
21,-0.8428352977213852,-0.5526134631884181,-0.7304191803029146,0.0,-1.1966439714241013,-1.5438426347226335,-0.6938473525256192,-0.4413123092630842,0.976248546472565
22,0.20418934159196947,-2.2260475058980425,-0.013464653519942369,0.0,-1.1966439714241013,-1.5438426347226335,-0.6938473525256192,-0.4413123092630842,0.976248546472565
23,-0.3925682437631881,-0.4390994998540819,0.8214176814990859,0.0,-1.1966439714241013,-1.4290708331666977,-0.6938473525256192,-0.4413123092630842,0.976248546472565
24,0.1238663288095828,-1.1420144002398054,-0.21112857423106765,0.0,-1.1966439714241013,-1.4290708331666977,-0.6938473525256192,-0.4413123092630842,0.976248546472565
